X_UTME,Y_UTMN,REGION,OBS,OBS_ERROR
458218.815746835,5934553.98966281,1,0.001705,0.005
458291.521528758,5934425.3247781,1,-0.000555,0.005
458361.92823824,5934295.75560251,1,-0.003635,0.005
458429.772610199,5934164.7783099,1,-6E-05,0.005
458500.573759979,5934034.55920965,1,-0.001513,0.005
458575.420808764,5933906.32149977,1,-0.000437,0.005
458650.812429583,5933778.75307851,1,-8E-05,0.005
458724.529367291,5933650.21483928,1,-0.000742,0.005
458797.686574562,5933521.78353618,1,-0.000195,0.005
458870.849299511,5933394.5139213,1,0.00057,0.005
458942.833958123,5933266.70881018,1,0.0007,0.005
459014.229048203,5933137.15984505,1,0.000281,0.005
459086.66989039,5933006.04347925,1,0.000108,0.005
459160.345045318,5932874.92146404,1,0.001369,0.005
459233.900091149,5932745.20670183,1,0.00088,0.005
459307.231828948,5932616.21081055,1,-0.001306,0.005
459381.297359785,5932486.80620631,1,0.000923,0.005
459456.48212297,5932356.73066219,1,-0.001173,0.005
459532.100131227,5932226.49732446,1,-0.001098,0.005
459608.213465343,5932096.01125899,1,0.001326,0.005
459684.036124156,5931965.74447631,1,-5.3E-05,0.005
459758.971596781,5931836.07889012,1,-0.000693,0.005
459833.224441613,5931706.70883904,1,0.0004,0.005
459906.870936679,5931577.48711446,1,0.00104,0.005
459981.21806949,5931447.71443269,1,0.000377,0.005
460056.344670541,5931317.53224776,1,0.001737,0.005
460131.496940497,5931187.34875429,1,0.00044,0.005
460206.344471467,5931057.21993303,1,-2.3E-05,0.005
460281.663227258,5930927.27226908,1,0.000381,0.005
460357.340924201,5930797.62520237,1,0.001428,0.005
460432.341195151,5930667.93519152,1,0.000845,0.005
460507.097211497,5930538.24779125,1,3.2E-05,0.005
460581.985023841,5930408.7144483,1,0.002342,0.005
460656.65808438,5930279.03092632,1,0.000851,0.005
460731.37125591,5930149.45716092,1,3.7E-05,0.005
460806.308282525,5930020.24254042,1,0.002327,0.005
460881.225236302,5929891.09348089,1,-0.000471,0.005
460956.047800394,5929761.86864552,1,0.00064,0.005
461030.863977537,5929632.68665681,1,-0.001267,0.005
461105.679249337,5929503.54763333,1,-0.002036,0.005
461180.53088471,5929374.54083128,1,0.001661,0.005
461255.382322374,5929245.57057568,1,0.000438,0.005
461330.123157689,5929116.3824147,1,-0.003179,0.005
461404.864629582,5928987.22043421,1,-0.000434,0.005
461479.640174754,5928858.16306171,1,-9.5E-05,0.005
461554.412513255,5928729.12232027,1,0.000408,0.005
461629.138837809,5928599.98331897,1,0.000937,0.005
461703.832664504,5928470.77571134,1,-0.00284,0.005
461778.529806016,5928341.59182757,1,9.1E-05,0.005
461853.22081098,5928212.39997374,1,-0.002272,0.005
461927.907903664,5928083.2024917,1,-0.003133,0.005
462002.565964898,5927953.9467027,1,-0.000377,0.005
462077.208945391,5927824.66618785,1,-0.000405,0.005
462151.858104962,5927695.39400203,1,-0.000518,0.005
462226.50762235,5927566.11727071,1,0.000393,0.005
462301.145632785,5927436.82311091,1,0.000662,0.005
462375.775766067,5927307.51804839,1,0.000718,0.005
462450.415226534,5927178.21441563,1,0.001104,0.005
457212.74768074,5936567.41539379,1,0.000721,0.005
457289.454148746,5936437.81770914,1,0.00049,0.005
457365.745841212,5936307.96702419,1,-0.001755,0.005
457443.061185579,5936178.2401931,1,1E-05,0.005
457522.12761764,5936048.75746512,1,6.2E-05,0.005
457599.477179141,5935919.04566456,1,-0.000172,0.005
457676.114859135,5935789.35540259,1,0.000447,0.005
457752.612083946,5935659.87329155,1,-0.000509,0.005
457826.062656383,5935530.39567652,1,-0.000302,0.005
457901.426377531,5935401.26821112,1,-0.000568,0.005
457979.847698963,5935272.59773129,1,0.000854,0.005
458055.737602911,5935143.92658298,1,0.001052,0.005
458131.702139195,5935015.52336704,1,-0.000266,0.005
458209.941289098,5934887.72973317,1,-3.1E-05,0.005
458284.345130674,5934759.50141035,1,-0.001609,0.005
458354.095119898,5934630.37216291,1,-0.000604,0.005
458424.097788793,5934501.1549252,1,0.001042,0.005
458494.112972972,5934371.62354418,1,-0.000549,0.005
458563.146930594,5934241.28641886,1,0.000452,0.005
458633.513413308,5934111.03599581,1,0.000298,0.005
458706.837220981,5933982.1095364,1,0.000817,0.005
458782.13157249,5933854.67579962,1,4.5E-05,0.005
458856.531632171,5933726.96263189,1,-0.001806,0.005
458929.245399946,5933598.15274125,1,0.000249,0.005
459001.804167839,5933470.13745637,1,0.000993,0.005
459073.77441139,5933342.57924758,1,0.001801,0.005
459144.885362939,5933213.46146878,1,0.00122,0.005
459216.800809654,5933082.48313427,1,-0.001281,0.005
459289.776492348,5932951.5289646,1,0.000158,0.005
459362.80232498,5932821.97195766,1,-0.000864,0.005
459435.5508241,5932693.24409718,1,-0.001669,0.005
459508.91184368,5932564.28773063,1,-0.001863,0.005
459583.581965745,5932434.46851066,1,0.00056,0.005
459658.958847461,5932304.2814853,1,8E-06,0.005
459735.167920981,5932173.59693364,1,-0.001813,0.005
459811.575505338,5932042.81000459,1,0.00011,0.005
459887.327310618,5931912.47482666,1,0.001418,0.005
459962.304376386,5931782.58654595,1,0.001423,0.005
460036.384111275,5931653.09726997,1,-0.000751,0.005
460110.882592479,5931523.2171801,1,-0.000997,0.005
460186.180616697,5931392.87956883,1,0.001218,0.005
460261.276522481,5931262.62346171,1,-0.001411,0.005
460336.456604782,5931132.47943995,1,0.00243,0.005
460411.991980335,5931002.5106298,1,0.001234,0.005
460487.26064486,5930872.7363432,1,-0.000905,0.005
460561.943970219,5930742.86736112,1,0.001001,0.005
460636.56256362,5930613.04617255,1,-0.000193,0.005
460711.491212394,5930483.5015095,1,-0.001991,0.005
460786.258285119,5930353.87579894,1,-0.000835,0.005
460861.010338942,5930224.3218698,1,-0.001455,0.005
460935.958529262,5930095.07371131,1,-9E-06,0.005
461010.792050962,5929965.74814774,1,0.001174,0.005
461085.594818972,5929836.44628786,1,0.000991,0.005
461160.538403613,5929707.44257885,1,-0.001212,0.005
461235.474113787,5929578.4953499,1,0.001308,0.005
461310.337131023,5929449.47190237,1,-0.000425,0.005
461385.162362898,5929320.41246246,1,0.000742,0.005
461459.949404473,5929191.29902979,1,0.001056,0.005
461534.726829773,5929062.19134365,1,-0.000348,0.005
461609.494953531,5928933.08908354,1,0.000592,0.005
461684.260567699,5928804.0060752,1,0.000419,0.005
461759.002395394,5928674.88583618,1,-0.001262,0.005
461833.721272885,5928545.72824977,1,0.003412,0.005
461908.4169361,5928416.5306316,1,0.00121,0.005
461983.095457235,5928287.3072046,1,-0.001471,0.005
462057.781499514,5928158.11488219,1,0.001831,0.005
462132.444994946,5928028.88220131,1,0.00153,0.005
462207.093339804,5927899.62273506,1,0.000834,0.005
462281.735568577,5927770.35437705,1,-0.002605,0.005
462356.385161157,5927641.08569068,1,-0.000742,0.005
462431.025854638,5927511.80242845,1,-0.000765,0.005
462505.649493446,5927382.49701879,1,0.002352,0.005
462580.287655545,5927253.19563241,1,0.001326,0.005
457344.00366482,5936643.101608,1,0.000618,0.005
457420.916858865,5936513.44624669,1,0.00101,0.005
457497.16832913,5936383.43990249,1,-0.000945,0.005
457574.213683785,5936253.55291454,1,-0.001085,0.005
457652.826706,5936123.94373675,1,0.000769,0.005
457729.887530993,5935994.16417582,1,0.000196,0.005
457807.990475154,5935864.55549937,1,-0.000423,0.005
457887.025772522,5935735.22531006,1,1E-05,0.005
457963.013329266,5935605.90854286,1,0.001314,0.005
458038.297317703,5935476.81454233,1,-0.000526,0.005
458114.378371568,5935348.03348871,1,-0.001075,0.005
458190.526433747,5935219.49142258,1,0.000175,0.005
458268.408316412,5935091.47629554,1,0.000741,0.005
458346.487781963,5934963.83551903,1,-0.000198,0.005
458420.862616222,5934835.89860638,1,0.001655,0.005
458490.791532703,5934707.06488669,1,0.000665,0.005
458557.650882821,5934577.15330489,1,-0.000371,0.005
458626.356477822,5934447.43923127,1,0.000394,0.005
458697.655455334,5934318.32196087,1,0.001334,0.005
458768.421885607,5934188.59322424,1,-0.000802,0.005
458839.686993248,5934058.80912266,1,0.001961,0.005
458913.159109073,5933930.29407042,1,-0.00014,0.005
458987.298182234,5933802.51458864,1,-0.001856,0.005
459060.274716049,5933674.01183693,1,0.001602,0.005
459132.488907835,5933545.31972748,1,0.000837,0.005
459204.329919426,5933416.59168983,1,-0.000128,0.005
459275.661007146,5933287.32007282,1,-0.000481,0.005
459347.319236712,5933157.66107095,1,-0.000187,0.005
459419.663918288,5933027.69918435,1,-0.00043,0.005
459492.349776433,5932898.27265941,1,0.000657,0.005
459564.732361851,5932769.75159446,1,-0.001225,0.005
459637.13955744,5932641.54484642,1,0.000886,0.005
459711.067096066,5932512.2678028,1,-0.000284,0.005
459786.947986221,5932381.57748943,1,0.00031,0.005
459863.140186293,5932250.82014136,1,-0.00086,0.005
459938.710483239,5932120.63937354,1,0.000224,0.005
460014.852000972,5931989.91263913,1,3.4E-05,0.005
460090.949436281,5931859.0683451,1,-0.001879,0.005
460166.030351673,5931728.86680156,1,-0.001008,0.005
460241.357318603,5931598.46818756,1,0.001389,0.005
460316.859355845,5931467.99760285,1,-0.000549,0.005
460391.947510605,5931337.7894541,1,0.000406,0.005
460467.094507909,5931207.68762629,1,-0.002582,0.005
460542.294563219,5931077.72080054,1,-0.001082,0.005
460617.262697983,5930947.87827417,1,-0.000332,0.005
460691.842525341,5930817.97498953,1,-0.001191,0.005
460766.253496651,5930688.00596079,1,0.000282,0.005
460841.04916581,5930558.33102179,1,0.000297,0.005
460915.942308328,5930428.79497663,1,-0.000941,0.005
460990.762673039,5930299.30155209,1,-0.000229,0.005
461065.683404092,5930169.99907491,1,-0.001049,0.005
461140.504185236,5930040.63105563,1,0.001523,0.005
461215.31238772,5929911.31223548,1,0.000688,0.005
461290.323208782,5929782.38501237,1,0.002129,0.005
461365.318464232,5929653.50198356,1,0.000345,0.005
461440.132674251,5929524.35561171,1,0.002316,0.005
461514.955424847,5929395.25816115,1,0.000464,0.005
461589.827489968,5929266.29672945,1,0.001381,0.005
461664.672054783,5929137.3176944,1,-0.002892,0.005
461739.440236233,5929008.1962054,1,0.000974,0.005
461814.175301128,5928879.02013395,1,-0.000847,0.005
461888.912804434,5928749.86959869,1,-0.001617,0.005
461963.630357775,5928620.69108308,1,-0.000737,0.005
462038.329664609,5928491.49035227,1,0.003679,0.005
462113.019920986,5928362.29412768,1,0.000395,0.005
462187.702089862,5928233.0992092,1,0.001232,0.005
462262.372304087,5928103.88364925,1,-0.00011,0.005
462337.030918092,5927974.64618868,1,-0.002558,0.005
462411.663237934,5927845.36773851,1,0.001356,0.005
462486.299585807,5927716.08796069,1,-0.0031,0.005
462560.94874124,5927586.81371163,1,0.000741,0.005
462635.571505678,5927457.50962802,1,0.00141,0.005
462710.187626274,5927328.19392536,1,0.000841,0.005
457475.083732796,5936718.69638961,1,-0.000409,0.005
457552.280549932,5936589.00619005,1,-0.001288,0.005
457628.512894668,5936458.8558629,1,0.001611,0.005
457705.174082681,5936328.7648297,1,0.001676,0.005
457783.355835651,5936199.01082494,1,-0.001697,0.005
457861.944547882,5936069.30586041,1,-0.000302,0.005
457941.045098738,5935939.73259076,1,-0.000545,0.005
458019.762933618,5935810.31942104,1,-0.000136,0.005
458098.102027076,5935681.15172829,1,0.000301,0.005
458175.427717492,5935552.24019918,1,-0.000357,0.005
458249.741981357,5935423.37582742,1,-0.000554,0.005
458326.033065667,5935294.99003531,1,-0.000712,0.005
458404.762341657,5935167.1775832,1,0.001008,0.005
458482.160827004,5935039.63942248,1,0.000225,0.005
458558.636340416,5934912.41173528,1,0.001242,0.005
458628.981139318,5934784.00902276,1,-0.000113,0.005
458693.637825595,5934653.87589866,1,0.000282,0.005
458760.124187288,5934523.71662918,1,0.000681,0.005
458831.489803657,5934395.04929556,1,0.000315,0.005
458902.760388291,5934265.87814268,1,0.000926,0.005
458971.839549663,5934135.0774889,1,0.003417,0.005
459043.646614636,5934005.58383029,1,-0.000969,0.005
459116.361734452,5933876.36126665,1,0.001074,0.005
459188.164864195,5933746.15122925,1,0.000484,0.005
459260.525540457,5933616.23775519,1,-0.000214,0.005
459333.304787621,5933486.96095401,1,0.000812,0.005
459406.09185622,5933358.23272776,1,-0.001036,0.005
459478.524800096,5933229.81790871,1,-7.2E-05,0.005
459550.953893989,5933101.21836374,1,0.001401,0.005
459623.334716823,5932972.70369846,1,0.000231,0.005
459695.709468771,5932844.48632866,1,0.000399,0.005
459768.462908205,5932716.08689491,1,0.000484,0.005
459842.021982844,5932587.27293237,1,0.000631,0.005
459917.261699867,5932457.22633017,1,-0.000702,0.005
459992.665383787,5932327.20187686,1,-0.000713,0.005
460067.180342281,5932197.9730194,1,-4.4E-05,0.005
460142.961124942,5932067.45267588,1,-0.001767,0.005
460219.609410602,5931935.9634492,1,0.000304,0.005
460295.426692017,5931805.05773027,1,-0.001147,0.005
460370.959656848,5931674.37439992,1,0.001977,0.005
460446.332623366,5931543.77218488,1,-0.000246,0.005
460521.602721141,5931413.31899511,1,0.001237,0.005
460596.747379463,5931282.9977359,1,0.000319,0.005
460671.936415517,5931152.9096498,1,0.00034,0.005
460747.147787304,5931022.99112256,1,-0.000421,0.005
460821.709269161,5930893.04910665,1,0.003196,0.005
460896.084259004,5930763.05694931,1,0.000929,0.005
460970.898602097,5930633.38754868,1,2E-06,0.005
461045.871386457,5930503.92968371,1,-6.5E-05,0.005
461120.638229975,5930374.3817563,1,-0.000957,0.005
461195.510951225,5930245.02882084,1,0.000821,0.005
461270.460257299,5930115.82984164,1,-0.000214,0.005
461345.294712475,5929986.54797126,1,-0.000752,0.005
461420.314371528,5929857.62793087,1,-0.000395,0.005
461495.292717895,5929728.69536066,1,0.002453,0.005
461570.011528564,5929599.36442275,1,0.00089,0.005
461644.8387913,5929470.25746942,1,-0.000408,0.005
461719.765259752,5929341.38292547,1,0.0024,0.005
461794.620402189,5929212.406007,1,0.002087,0.005
461869.385915425,5929083.25891746,1,0.001487,0.005
461944.12322774,5928954.06788097,1,0.000535,0.005
462018.859889509,5928824.89744387,1,-0.002248,0.005
462093.578520545,5928695.69799361,1,-0.002758,0.005
462168.288880563,5928566.51226895,1,-0.002911,0.005
462242.993040004,5928437.35490398,1,-0.000338,0.005
462317.679844088,5928308.18142812,1,-0.001239,0.005
462392.346152418,5928178.96308761,1,0.000781,0.005
462466.990936479,5928049.69439958,1,-0.000838,0.005
462541.617296799,5927920.40487471,1,-0.002709,0.005
462616.234866443,5927791.10904398,1,8.5E-05,0.005
462690.871216336,5927661.82443317,1,0.001107,0.005
462765.500495517,5927532.5268687,1,-0.000803,0.005
462840.106152176,5927403.20362411,1,0.00053,0.005
457606.187155388,5936794.28223219,1,-0.001554,0.005
457684.095171965,5936664.67988076,1,0.000593,0.005
457761.391506714,5936534.59037955,1,0.001421,0.005
457838.397331055,5936404.32779774,1,-0.001208,0.005
457915.607647774,5936274.21575568,1,0.001796,0.005
457994.368995018,5936144.36325343,1,0.000413,0.005
458074.583684703,5936014.77007744,1,-0.001414,0.005
458152.621243473,5935885.23942122,1,0.00041,0.005
458230.508250587,5935756.02012338,1,0.000569,0.005
458309.295910934,5935627.21509571,1,8.4E-05,0.005
458386.123176223,5935498.62565673,1,0.001599,0.005
458461.890308918,5935370.27170057,1,-0.000756,0.005
458537.776082925,5935242.2213614,1,-0.000497,0.005
458615.121612324,5935114.7872449,1,0.000978,0.005
458692.779377437,5934987.93968595,1,0.001804,0.005
458763.776258132,5934859.95219365,1,0.001002,0.005
458829.355810426,5934730.48475271,1,-0.001126,0.005
458895.066476393,5934600.42784264,1,0.000649,0.005
458963.154394302,5934470.68656595,1,0.000146,0.005
459031.752915268,5934340.2668617,1,0.001232,0.005
459099.983177314,5934208.87002613,1,-0.000142,0.005
459172.091834878,5934079.42143214,1,0.002253,0.005
459243.525094536,5933948.52139078,1,0.002393,0.005
459313.644776111,5933815.5884233,1,0.000251,0.005
459386.869163473,5933685.05424497,1,-0.000308,0.005
459461.621866899,5933556.85409753,1,0.000817,0.005
459536.02590857,5933429.19600485,1,0.000441,0.005
459609.667455098,5933300.96612365,1,0.001799,0.005
459682.926825714,5933172.63241416,1,0.000417,0.005
459755.840519549,5933044.55532193,1,0.001401,0.005
459828.663905272,5932916.51036087,1,-0.000356,0.005
459901.722442951,5932788.30360547,1,-0.000307,0.005
459974.931453299,5932660.19534388,1,-0.002573,0.005
460048.672072092,5932531.8363576,1,-0.001655,0.005
460123.002103503,5932403.02289992,1,7.5E-05,0.005
460197.595114321,5932273.89297254,1,-0.001769,0.005
460273.092141746,5932143.66131859,1,0.002103,0.005
460349.226398407,5932012.51020788,1,0.000369,0.005
460424.754963246,5931881.67798779,1,-0.001014,0.005
460499.774559351,5931751.0853102,1,0.000671,0.005
460575.00213218,5931620.20480751,1,-0.00056,0.005
460650.368711193,5931489.27979566,1,0.000619,0.005
460725.613907186,5931358.57539385,1,-0.001314,0.005
460801.189130796,5931228.14240248,1,0.001762,0.005
460876.780705939,5931098.06167081,1,-0.000488,0.005
460951.514049052,5930968.07819134,1,0.000175,0.005
461026.042377051,5930838.16029576,1,0.000323,0.005
461100.971924822,5930708.56732448,1,-0.000311,0.005
461175.91419065,5930579.1137727,1,-0.000593,0.005
461250.69312168,5930449.6125305,1,0.000173,0.005
461325.573748562,5930320.29922809,1,0.00141,0.005
461400.565998443,5930191.18487237,1,-0.0002,0.005
461475.526951516,5930062.11044227,1,-0.001308,0.005
461550.534639072,5929933.18400382,1,-0.0006,0.005
461625.382613649,5929804.05257743,1,0.002961,0.005
461700.062091753,5929674.65901633,1,0.001621,0.005
461774.87197884,5929545.51032862,1,-0.001102,0.005
461849.763836034,5929416.55128868,1,-0.001796,0.005
461924.584257507,5929287.47974297,1,0.000386,0.005
461999.341039052,5929158.2849618,1,-0.002416,0.005
462074.098940208,5929029.11627262,1,0.00103,0.005
462148.857026839,5928899.98196029,1,0.000626,0.005
462223.587983555,5928770.79509885,1,-0.000373,0.005
462298.302184196,5928641.62260318,1,-0.001586,0.005
462372.998471874,5928512.47365962,1,-0.001955,0.005
462447.674425428,5928383.28182741,1,-0.000459,0.005
462522.332385499,5928254.03496566,1,-0.002511,0.005
462596.967528218,5928124.74920284,1,0.000247,0.005
462671.589647639,5927995.45859016,1,0.002414,0.005
462746.202033247,5927866.1574879,1,0.003825,0.005
462820.814587574,5927736.85357122,1,-0.001149,0.005
462895.42967065,5927607.54441537,1,-0.00094,0.005
462970.037081053,5927478.22082072,1,0.000166,0.005
457737.013388511,5936869.72274515,1,0.000695,0.005
457815.184136466,5936740.04974203,1,-0.000343,0.005
457893.815817773,5936610.08241963,1,0.00034,0.005
457971.971389633,5936479.81463987,1,0.001012,0.005
458048.308973006,5936349.33573859,1,-8.6E-05,0.005
458124.95971661,5936219.12764845,1,0.00032,0.005
458205.092352894,5936089.41019069,1,0.001216,0.005
458284.96503401,5935959.9135184,1,-7.6E-05,0.005
458362.554033931,5935830.6389035,1,0.000299,0.005
458440.855461463,5935701.79931103,1,0.000509,0.005
458520.194285427,5935573.42267059,1,0.001372,0.005
458595.953974683,5935445.09427968,1,0.000994,0.005
458668.093027834,5935316.68714214,1,0.000238,0.005
458743.798347469,5935189.03756399,1,-0.001249,0.005
458823.060404469,5935062.51452527,1,-2.9E-05,0.005
458895.137532236,5934934.85298365,1,-0.000274,0.005
458960.223746064,5934805.46275541,1,-0.000321,0.005
459025.147331074,5934675.29346354,1,0.00091,0.005
459090.106390064,5934544.16455481,1,0.00032,0.005
459157.856728516,5934413.28297893,1,-0.000923,0.005
459229.097849823,5934283.59438797,1,-6.2E-05,0.005
459301.616337743,5934154.2335175,1,-0.00044,0.005
459372.087199936,5934022.36695464,1,0.000859,0.005
459442.360318836,5933889.19182519,1,0.000498,0.005
459515.936164924,5933758.74447334,1,0.000198,0.005
459591.249753521,5933631.1922003,1,-0.000108,0.005
459665.953332696,5933503.63980215,1,0.001382,0.005
459739.735046993,5933375.24555443,1,0.000285,0.005
459813.413885821,5933246.59065258,1,0.000285,0.005
459887.668005333,5933116.97522394,1,0.000107,0.005
459961.863125871,5932987.68147723,1,-0.000165,0.005
460035.184446795,5932859.68098874,1,-0.002751,0.005
460107.91884575,5932732.53484309,1,-0.001243,0.005
460180.983492458,5932605.25025216,1,-0.000299,0.005
460255.203952425,5932476.7941855,1,-0.001029,0.005
460330.437679375,5932347.09642135,1,-1.3E-05,0.005
460405.659511523,5932217.23941222,1,0.000931,0.005
460480.415751394,5932087.65930238,1,0.000612,0.005
460555.153842162,5931957.63694099,1,0.001356,0.005
460630.184355507,5931826.90931056,1,-0.00173,0.005
460705.431644789,5931695.80951289,1,0.000816,0.005
460780.526560095,5931564.84184112,1,-0.001918,0.005
460855.538760461,5931434.01939793,1,0.000577,0.005
460931.039944582,5931303.3922843,1,0.003086,0.005
461006.685864665,5931173.15722571,1,-0.001234,0.005
461081.521724221,5931043.14080608,1,0.000924,0.005
461156.240618552,5930913.32940569,1,-0.001281,0.005
461231.338256322,5930783.89339574,1,0.001853,0.005
461306.254300403,5930654.4851028,1,0.000243,0.005
461380.964799003,5930524.99113977,1,0.001445,0.005
461455.751612083,5930395.62700188,1,-0.000786,0.005
461530.70691375,5930266.51615173,1,-0.000371,0.005
461605.730241234,5930137.56180274,1,0.000497,0.005
461680.728583456,5930008.64763747,1,-0.001481,0.005
461755.524292941,5929879.45269558,1,-5.9E-05,0.005
461830.201764012,5929750.07138202,1,0.002,0.005
461904.998007654,5929620.89474854,1,-0.001741,0.005
461979.826057502,5929491.79858528,1,-0.001509,0.005
462054.621835113,5929362.65015538,1,-0.000688,0.005
462129.392846355,5929233.46130708,1,0.002002,0.005
462204.161553445,5929104.29625751,1,0.000493,0.005
462278.91949973,5928975.15717009,1,-0.002336,0.005
462353.64663691,5928846.00417332,1,-0.000168,0.005
462428.344119384,5928716.83425069,1,5.5E-05,0.005
462503.024496869,5928587.64030299,1,0.000389,0.005
462577.692029481,5928458.39660696,1,9.3E-05,0.005
462652.342592771,5928329.11944801,1,-0.001747,0.005
462726.978015277,5928199.83397921,1,-0.003345,0.005
462801.59491301,5928070.53807485,1,-0.001337,0.005
462876.199255157,5927941.23115607,1,0.000848,0.005
462950.802054284,5927811.91724927,1,0.000436,0.005
463025.395563776,5927682.58799961,1,0.000196,0.005
463099.987275787,5927553.24999969,1,0.000725,0.005
457867.342763425,5936944.91047312,1,-7.6E-05,0.005
457945.305718815,5936815.00800653,1,0.001306,0.005
458024.331963088,5936684.97799483,1,-0.000639,0.005
458103.37429316,5936554.70493915,1,0.000175,0.005
458179.807944438,5936424.09885089,1,-0.000381,0.005
458254.754506607,5936293.67898191,1,0.001099,0.005
458331.879861044,5936163.7599757,1,-0.001199,0.005
458411.462859841,5936034.22125962,1,0.000729,0.005
458490.942072881,5935904.95720214,1,0.000983,0.005
458570.337202239,5935776.06780012,1,0.001159,0.005
458650.242525076,5935647.65328963,1,0.000662,0.005
458725.314970351,5935519.30099641,1,0.000145,0.005
458795.881993517,5935390.76908748,1,0.001023,0.005
458869.509320336,5935262.74242115,1,0.001199,0.005
458947.903845051,5935135.91727188,1,0.000878,0.005
459019.52006825,5935007.92193731,1,0.002426,0.005
459083.539532234,5934878.03254381,1,-0.000799,0.005
459150.235512733,5934748.38389434,1,-4.5E-05,0.005
459217.163104828,5934617.90613683,1,-7E-05,0.005
459285.96834223,5934487.53194371,1,-0.00011,0.005
459359.985704941,5934359.76093421,1,0.000158,0.005
459435.681276838,5934233.45265784,1,-0.000365,0.005
459508.581774617,5934104.78135894,1,0.000675,0.005
459579.093030414,5933973.21584762,1,0.000226,0.005
459650.33724883,5933841.53937421,1,-2.5E-05,0.005
459722.878258255,5933711.22343907,1,0.001259,0.005
459795.968644593,5933581.73366899,1,0.000847,0.005
459868.7568033,5933453.10811379,1,0.002037,0.005
459941.91546135,5933324.24376462,1,-0.001034,0.005
460016.800882056,5933193.07938431,1,-0.002055,0.005
460092.598656515,5933061.66409301,1,0.000164,0.005
460166.645285467,5932932.9727092,1,-0.000465,0.005
460239.361950944,5932806.19936964,1,-0.000531,0.005
460312.56466323,5932679.27754972,1,3.2E-05,0.005
460387.193286013,5932550.67303071,1,0.001761,0.005
460463.314926056,5932419.86511739,1,-0.000755,0.005
460538.815840815,5932289.59574957,1,0.00123,0.005
460613.173004041,5932160.58605958,1,-0.000669,0.005
460687.663116067,5932031.03910111,1,-0.000113,0.005
460762.539432627,5931900.67680623,1,1.7E-05,0.005
460837.393376927,5931770.12905934,1,0.000558,0.005
460912.05799983,5931639.61805609,1,-0.000782,0.005
460986.619800313,5931509.09852576,1,0.000974,0.005
461061.605521886,5931378.54983665,1,-0.000888,0.005
461136.841306261,5931248.22597057,1,-0.00157,0.005
461211.619531904,5931118.14802188,1,-0.000817,0.005
461286.506374603,5930988.42078188,1,0.000269,0.005
461361.697192989,5930859.1053494,1,0.000537,0.005
461436.501217187,5930729.65466992,1,0.000474,0.005
461511.050631211,5930600.05042289,1,0.000138,0.005
461585.890131245,5930470.81328027,1,-0.0007,0.005
461660.911608668,5930341.84212129,1,0.000559,0.005
461735.898292902,5930212.89379461,1,-0.001021,0.005
461810.892521996,5930084.01642657,1,0.00028,0.005
461885.730659341,5929954.92583208,1,-0.000605,0.005
461960.433917427,5929825.6057711,1,0.002221,0.005
462035.187735824,5929696.34296155,1,-0.001589,0.005
462109.98495508,5929567.16318291,1,0.000762,0.005
462184.772680579,5929437.99448641,1,-0.002218,0.005
462259.540863227,5929308.82197097,1,-0.001502,0.005
462334.302377693,5929179.6505642,1,0.000468,0.005
462409.032423765,5929050.47281375,1,0.001374,0.005
462483.728167411,5928921.28907427,1,0.002113,0.005
462558.414442088,5928792.07338423,1,0.000724,0.005
462633.085457645,5928662.82045321,1,0.000233,0.005
462707.741193167,5928533.54438395,1,0.002556,0.005
462782.399480472,5928404.26428562,1,-0.001121,0.005
462857.036583997,5928274.96803775,1,-0.000739,0.005
462931.636713227,5928145.65089534,1,0.001234,0.005
463006.221725901,5928016.3250515,1,-0.000318,0.005
463080.805979225,5927886.99255866,1,-0.000421,0.005
463155.383339553,5927757.64808211,1,0.001207,0.005
463229.95869854,5927628.29323595,1,0.000323,0.005
457997.529515445,5937019.99092278,1,-0.000347,0.005
458075.790774216,5936889.99601524,1,-0.000677,0.005
458155.172550707,5936759.82600821,1,0.000528,0.005
458234.294800789,5936629.32581911,1,0.000295,0.005
458311.211914999,5936498.60172717,1,0.000984,0.005
458385.855623758,5936368.10551305,1,0.000832,0.005
458459.389043098,5936238.07168689,1,-0.000931,0.005
458535.095395265,5936108.44219204,1,-0.000152,0.005
458615.282688284,5935979.10998104,1,0.000453,0.005
458696.358473778,5935850.11954967,1,0.000449,0.005
458774.958164161,5935721.50864493,1,0.000747,0.005
458846.816776481,5935592.8613588,1,-0.000603,0.005
458915.478452017,5935464.07640324,1,0.002245,0.005
458986.579284368,5935335.3284724,1,0.000147,0.005
459060.082439911,5935206.99415622,1,0.000502,0.005
459131.726050461,5935078.22361795,1,-0.000205,0.005
459196.806342814,5934947.51772975,1,0.001217,0.005
459266.563630912,5934818.1276258,1,0.002282,0.005
459340.445029375,5934689.8729264,1,0.000227,0.005
459413.094789279,5934561.28439007,1,0.000199,0.005
459489.369814736,5934435.24553462,1,-0.001836,0.005
459569.877724921,5934314.03341857,1,-0.001259,0.005
459649.263397961,5934193.57807824,1,-0.007329,0.005
459721.810565562,5934067.25556362,1,-0.004162,0.005
459789.399314395,5933935.03662256,1,-0.034378,0.010313
459856.235399532,5933799.42418704,1,-0.040304,0.012091
459925.336885671,5933665.35890681,1,-0.015787,0.005
459996.328811178,5933534.50757322,1,-0.001199,0.005
460069.179943021,5933403.37661077,1,-0.000503,0.005
